id,name,description,image_url,max_stack
475,Deepslate Brick Slab,Deepslate Brick Slab,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_deepslate_brick_slab.png,64
476,Deepslate Brick Stairs,Deepslate Brick Stairs,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_deepslate_brick_stairs.png,64
477,Deepslate Brick Wall,Deepslate Brick Wall,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_deepslate_brick_wall.png,64
478,Deepslate Bricks,Deepslate Bricks,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_deepslate_bricks.png,64
479,Deepslate Coal Ore,Deepslate Coal Ore,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_deepslate_coal_ore.png,64
480,Deepslate Copper Ore,Deepslate Copper Ore,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_deepslate_copper_ore.png,64
481,Deepslate Diamond Ore,Deepslate Diamond Ore,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_deepslate_diamond_ore.png,64
482,Deepslate Emerald Ore,Deepslate Emerald Ore,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_deepslate_emerald_ore.png,64
483,Deepslate Gold Ore,Deepslate Gold Ore,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_deepslate_gold_ore.png,64
484,Deepslate Iron Ore,Deepslate Iron Ore,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_deepslate_iron_ore.png,64
485,Deepslate Lapis Lazuli Ore,Deepslate Lapis Lazuli Ore,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_deepslate_lapis_lazuli_ore.png,64
486,Deepslate Redstone Ore,Deepslate Redstone Ore,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_deepslate_redstone_ore.png,64
487,Deepslate Tile Slab,Deepslate Tile Slab,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_deepslate_tile_slab.png,64
488,Deepslate Tile Stairs,Deepslate Tile Stairs,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_deepslate_tile_stairs.png,64
489,Deepslate Tile Wall,Deepslate Tile Wall,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_deepslate_tile_wall.png,64
490,Deepslate Tiles,Deepslate Tiles,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_deepslate_tiles.png,64
491,Desert Village Map,Desert Village Map,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_desert_village_map.png,64
492,Detector Rail,Detector Rail,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_detector_rail.png,64
493,Diamond,Diamond,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_diamond.png,64
494,Diamond Axe,Diamond Axe,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_diamond_axe.png,1
495,Diamond Boots,Diamond Boots,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_diamond_boots.png,1
496,Diamond Chestplate,Diamond Chestplate,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_diamond_chestplate.png,1
497,Diamond Helmet,Diamond Helmet,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_diamond_helmet.png,1
498,Diamond Hoe,Diamond Hoe,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_diamond_hoe.png,1
499,Diamond Horse Armor,Diamond Horse Armor,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_diamond_horse_armor.png,1
500,Diamond Leggings,Diamond Leggings,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_diamond_leggings.png,1
501,Diamond Nautilus Armor,Diamond Nautilus Armor,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_diamond_nautilus_armor.png,1
502,Diamond Ore,Diamond Ore,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_diamond_ore.png,64
503,Diamond Pickaxe,Diamond Pickaxe,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_diamond_pickaxe.png,1
504,Diamond Shovel,Diamond Shovel,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_diamond_shovel.png,1
505,Diamond Spear,Diamond Spear,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_diamond_spear.png,1
506,Diamond Sword,Diamond Sword,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_diamond_sword.png,1
507,Diorite,Diorite,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_diorite.png,64
508,Diorite Slab,Diorite Slab,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_diorite_slab.png,64
509,Diorite Stairs,Diorite Stairs,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_diorite_stairs.png,64
510,Diorite Wall,Diorite Wall,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_diorite_wall.png,64
511,Dirt,Dirt,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_dirt.png,64
512,Dirt Path,Dirt Path,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_dirt_path.png,64
513,Disc Fragment,Disc Fragment,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_disc_fragment.png,64
514,Dispenser,Dispenser,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_dispenser.png,64
515,Dolphin Spawn Egg,Dolphin Spawn Egg,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_dolphin_spawn_egg.png,64
516,Donkey Spawn Egg,Donkey Spawn Egg,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_donkey_spawn_egg.png,64
517,Dragon Egg,Dragon Egg,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_dragon_egg.png,64
518,Dragon Head,Dragon Head,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_dragon_head.png,64
519,Dragon's Breath,Dragon's Breath,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_dragon_s_breath.png,64
520,Dried Ghast,Dried Ghast,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_dried_ghast.png,64
521,Dried Kelp,Dried Kelp,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_dried_kelp.png,64
522,Dried Kelp Block,Dried Kelp Block,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_dried_kelp_block.png,64
523,Dripstone Block,Dripstone Block,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_dripstone_block.png,64
524,Dropper,Dropper,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_dropper.png,64
525,Drowned Spawn Egg,Drowned Spawn Egg,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_drowned_spawn_egg.png,64
526,Dune Armor Trim,Dune Armor Trim,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_dune_armor_trim.png,64
527,Echo Shard,Echo Shard,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_echo_shard.png,64
528,Egg,Egg,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_egg.png,16
529,Elder Guardian Spawn Egg,Elder Guardian Spawn Egg,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_elder_guardian_spawn_egg.png,64
530,Elytra,Elytra,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_elytra.png,1
531,Emerald,Emerald,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_emerald.png,64
532,Emerald Ore,Emerald Ore,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_emerald_ore.png,64
533,Empty Map,Empty Map,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_empty_map.png,64
534,Enchanted Book - Aqua Affinity,Enchanted Book - Aqua Affinity,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_aqua_affinity.png,1
535,Enchanted Book - Bane of Arthropods I,Enchanted Book - Bane of Arthropods I,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_bane_of_arthropods_i.png,1
536,Enchanted Book - Bane of Arthropods II,Enchanted Book - Bane of Arthropods II,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_bane_of_arthropods_ii.png,1
537,Enchanted Book - Bane of Arthropods III,Enchanted Book - Bane of Arthropods III,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_bane_of_arthropods_iii.png,1
538,Enchanted Book - Bane of Arthropods IV,Enchanted Book - Bane of Arthropods IV,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_bane_of_arthropods_iv.png,1
539,Enchanted Book - Bane of Arthropods V,Enchanted Book - Bane of Arthropods V,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_bane_of_arthropods_v.png,1
540,Enchanted Book - Blast Protection I,Enchanted Book - Blast Protection I,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_blast_protection_i.png,1
541,Enchanted Book - Blast Protection II,Enchanted Book - Blast Protection II,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_blast_protection_ii.png,1
542,Enchanted Book - Blast Protection III,Enchanted Book - Blast Protection III,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_blast_protection_iii.png,1
543,Enchanted Book - Blast Protection IV,Enchanted Book - Blast Protection IV,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_blast_protection_iv.png,1
544,Enchanted Book - Breach I,Enchanted Book - Breach I,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_breach_i.png,1
545,Enchanted Book - Breach II,Enchanted Book - Breach II,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_breach_ii.png,1
546,Enchanted Book - Breach III,Enchanted Book - Breach III,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_breach_iii.png,1
547,Enchanted Book - Breach IV,Enchanted Book - Breach IV,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_breach_iv.png,1
548,Enchanted Book - Channeling,Enchanted Book - Channeling,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_channeling.png,1
549,Enchanted Book - Curse of Binding,Enchanted Book - Curse of Binding,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_curse_of_binding.png,1
550,Enchanted Book - Curse of Vanishing,Enchanted Book - Curse of Vanishing,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_curse_of_vanishing.png,1
551,Enchanted Book - Density I,Enchanted Book - Density I,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_density_i.png,1
552,Enchanted Book - Density II,Enchanted Book - Density II,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_density_ii.png,1
553,Enchanted Book - Density III,Enchanted Book - Density III,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_density_iii.png,1
554,Enchanted Book - Density IV,Enchanted Book - Density IV,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_density_iv.png,1
555,Enchanted Book - Density V,Enchanted Book - Density V,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_density_v.png,1
556,Enchanted Book - Depth Strider I,Enchanted Book - Depth Strider I,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_depth_strider_i.png,1
557,Enchanted Book - Depth Strider II,Enchanted Book - Depth Strider II,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_depth_strider_ii.png,1
558,Enchanted Book - Depth Strider III,Enchanted Book - Depth Strider III,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_depth_strider_iii.png,1
559,Enchanted Book - Efficiency I,Enchanted Book - Efficiency I,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_efficiency_i.png,1
560,Enchanted Book - Efficiency II,Enchanted Book - Efficiency II,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_efficiency_ii.png,1
561,Enchanted Book - Efficiency III,Enchanted Book - Efficiency III,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_efficiency_iii.png,1
562,Enchanted Book - Efficiency IV,Enchanted Book - Efficiency IV,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_efficiency_iv.png,1
563,Enchanted Book - Efficiency V,Enchanted Book - Efficiency V,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_efficiency_v.png,1
564,Enchanted Book - Feather Falling I,Enchanted Book - Feather Falling I,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_feather_falling_i.png,1
565,Enchanted Book - Feather Falling II,Enchanted Book - Feather Falling II,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_feather_falling_ii.png,1
566,Enchanted Book - Feather Falling III,Enchanted Book - Feather Falling III,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_feather_falling_iii.png,1
567,Enchanted Book - Feather Falling IV,Enchanted Book - Feather Falling IV,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_feather_falling_iv.png,1
568,Enchanted Book - Fire Aspect I,Enchanted Book - Fire Aspect I,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_fire_aspect_i.png,1
569,Enchanted Book - Fire Aspect II,Enchanted Book - Fire Aspect II,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_fire_aspect_ii.png,1
570,Enchanted Book - Fire Protection I,Enchanted Book - Fire Protection I,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_fire_protection_i.png,1
571,Enchanted Book - Fire Protection II,Enchanted Book - Fire Protection II,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_fire_protection_ii.png,1
572,Enchanted Book - Fire Protection III,Enchanted Book - Fire Protection III,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_fire_protection_iii.png,1
573,Enchanted Book - Fire Protection IV,Enchanted Book - Fire Protection IV,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_fire_protection_iv.png,1
574,Enchanted Book - Flame,Enchanted Book - Flame,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_flame.png,1
575,Enchanted Book - Fortune I,Enchanted Book - Fortune I,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_fortune_i.png,1
576,Enchanted Book - Fortune II,Enchanted Book - Fortune II,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_fortune_ii.png,1
577,Enchanted Book - Fortune III,Enchanted Book - Fortune III,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_fortune_iii.png,1
578,Enchanted Book - Frost Walker I,Enchanted Book - Frost Walker I,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_frost_walker_i.png,1
579,Enchanted Book - Frost Walker II,Enchanted Book - Frost Walker II,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_frost_walker_ii.png,1
580,Enchanted Book - Impaling II,Enchanted Book - Impaling II,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_impaling_ii.png,1
581,Enchanted Book - Impaling III,Enchanted Book - Impaling III,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_impaling_iii.png,1
582,Enchanted Book - Impaling IV,Enchanted Book - Impaling IV,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_impaling_iv.png,1
583,Enchanted Book - Impaling V,Enchanted Book - Impaling V,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_impaling_v.png,1
584,Enchanted Book - Infinity,Enchanted Book - Infinity,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_infinity.png,1
585,Enchanted Book - Knockback I,Enchanted Book - Knockback I,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_knockback_i.png,1
586,Enchanted Book - Knockback II,Enchanted Book - Knockback II,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_knockback_ii.png,1
587,Enchanted Book - Looting I,Enchanted Book - Looting I,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_looting_i.png,1
588,Enchanted Book - Looting II,Enchanted Book - Looting II,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_looting_ii.png,1
589,Enchanted Book - Looting III,Enchanted Book - Looting III,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_looting_iii.png,1
590,Enchanted Book - Loyalty I,Enchanted Book - Loyalty I,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_loyalty_i.png,1
591,Enchanted Book - Loyalty II,Enchanted Book - Loyalty II,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_loyalty_ii.png,1
592,Enchanted Book - Loyalty III,Enchanted Book - Loyalty III,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_loyalty_iii.png,1
593,Enchanted Book - Luck of the Sea I,Enchanted Book - Luck of the Sea I,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_luck_of_the_sea_i.png,1
594,Enchanted Book - Luck of the Sea II,Enchanted Book - Luck of the Sea II,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_luck_of_the_sea_ii.png,1
595,Enchanted Book - Luck of the Sea III,Enchanted Book - Luck of the Sea III,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_luck_of_the_sea_iii.png,1
596,Enchanted Book - Lunge I,Enchanted Book - Lunge I,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_lunge_i.png,1
597,Enchanted Book - Lunge II,Enchanted Book - Lunge II,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_lunge_ii.png,1
598,Enchanted Book - Lunge III,Enchanted Book - Lunge III,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_lunge_iii.png,1
599,Enchanted Book - Lure I,Enchanted Book - Lure I,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_lure_i.png,1
600,Enchanted Book - Lure II,Enchanted Book - Lure II,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_lure_ii.png,1
601,Enchanted Book - Lure III,Enchanted Book - Lure III,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_lure_iii.png,1
602,Enchanted Book - Mending,Enchanted Book - Mending,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_mending.png,1
603,Enchanted Book - Multishot,Enchanted Book - Multishot,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_multishot.png,1
604,Enchanted Book - Piercing I,Enchanted Book - Piercing I,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_piercing_i.png,1
605,Enchanted Book - Piercing II,Enchanted Book - Piercing II,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_piercing_ii.png,1
606,Enchanted Book - Piercing III,Enchanted Book - Piercing III,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_piercing_iii.png,1
607,Enchanted Book - Piercing IV,Enchanted Book - Piercing IV,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_piercing_iv.png,1
608,Enchanted Book - Power I,Enchanted Book - Power I,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_power_i.png,1
609,Enchanted Book - Power II,Enchanted Book - Power II,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_power_ii.png,1
610,Enchanted Book - Power III,Enchanted Book - Power III,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_power_iii.png,1
611,Enchanted Book - Power IV,Enchanted Book - Power IV,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_power_iv.png,1
612,Enchanted Book - Power V,Enchanted Book - Power V,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_power_v.png,1
613,Enchanted Book - Projectile Protection I,Enchanted Book - Projectile Protection I,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_projectile_protection_i.png,1
614,Enchanted Book - Projectile Protection II,Enchanted Book - Projectile Protection II,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_projectile_protection_ii.png,1
615,Enchanted Book - Projectile Protection III,Enchanted Book - Projectile Protection III,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_projectile_protection_iii.png,1
616,Enchanted Book - Projectile Protection IV,Enchanted Book - Projectile Protection IV,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_projectile_protection_iv.png,1
617,Enchanted Book - Protection I,Enchanted Book - Protection I,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_protection_i.png,1
618,Enchanted Book - Protection II,Enchanted Book - Protection II,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_protection_ii.png,1
619,Enchanted Book - Protection III,Enchanted Book - Protection III,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_protection_iii.png,1
620,Enchanted Book - Protection IV,Enchanted Book - Protection IV,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_protection_iv.png,1
621,Enchanted Book - Punch I,Enchanted Book - Punch I,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_punch_i.png,1
622,Enchanted Book - Punch II,Enchanted Book - Punch II,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_punch_ii.png,1
623,Enchanted Book - Quick Charge I,Enchanted Book - Quick Charge I,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_quick_charge_i.png,1
624,Enchanted Book - Quick Charge II,Enchanted Book - Quick Charge II,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_quick_charge_ii.png,1
625,Enchanted Book - Quick Charge III,Enchanted Book - Quick Charge III,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_quick_charge_iii.png,1
626,Enchanted Book - Respiration I,Enchanted Book - Respiration I,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_respiration_i.png,1
627,Enchanted Book - Respiration II,Enchanted Book - Respiration II,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_respiration_ii.png,1
628,Enchanted Book - Respiration III,Enchanted Book - Respiration III,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_respiration_iii.png,1
629,Enchanted Book - Riptide I,Enchanted Book - Riptide I,https://cdn.jsdelivr.net/gh/raiselul/minecraft-1.21-icons/items_1.21/minecraft_enchanted_book_riptide_i.png,1
